A1CF	72
A2M	242
A4GNT	16
AAAS	6249
AACS	660
AADAC	291
AADAT	210
AAGAB	1078
AAK1	3492
AAMDC	1126
AANAT	330
AAR2	505
AARS1	2868
AARS2	483
AASDH	583
AASDHPPT	524
AASS	132
AATF	2022
AATK	637
ABAT	547
ABCA1	1111
ABCA12	447
ABCA13	105
ABCA2	3188
ABCA3	817
ABCA4	337
ABCA5	1080
ABCA7	485
ABCB1	236
ABCB10	415
ABCB11	1158
ABCB5	120
ABCB6	817
ABCB7	2351
ABCB8	319
ABCB9	2213
ABCC10	1534
ABCC2	119
ABCC3	47
ABCC4	348
ABCC5	1743
ABCC8	58
ABCC9	363
ABCD2	1012
ABCD3	1335
ABCD4	1551
ABCE1	3167
ABCF1	6629
ABCF2	9318
ABCF3	2467
ABCG1	133
ABCG2	25
ABCG4	71
ABCG5	450
ABCG8	130
ABHD10	506
ABHD12	561
ABHD12B	700
ABHD13	557
ABHD14A	1682
ABHD14B	845
ABHD15	320
ABHD17A	5374
ABHD17B	624
ABHD17C	530
ABHD18	419
ABHD2	1130
ABHD3	77
ABHD5	266
ABHD6	215
ABHD8	169
ABI1	1331
ABI2	6041
ABI3	11
ABITRAM	467
ABL1	2939
ABL2	1211
ABLIM1	3278
ABLIM2	269
ABLIM3	134
ABR	1732
ABRA	336
ABRACL	128
ABRAXAS1	757
ABRAXAS2	521
ABT1	219
ABTB1	1716
ABTB2	1382
ACAA1	579
ACAA2	1241
ACACA	1119
ACACB	1520
ACAD10	742
ACAD11	461
ACAD8	88
ACAD9	1636
ACADL	1239
ACADM	2286
ACADS	890
ACADSB	557
ACADVL	2414
ACAN	24
ACAP1	271
ACAP2	2224
ACAP3	409
ACAT1	290
ACAT2	281
ACBD3	1022
ACBD4	687
ACBD5	825
ACBD6	721
ACBD7	639
ACCS	1646
ACE	48
ACE2	4
ACER1	147
ACER2	96
ACER3	3221
ACHE	1
ACIN1	5507
ACKR2	50
ACKR3	515
ACKR4	44
ACLY	3674
ACMSD	159
ACO1	9650
ACO2	5398
ACOD1	5
ACOT11	336
ACOT12	981
ACOT13	391
ACOT7	6849
ACOT8	430
ACOT9	711
ACOX1	1014
ACOX2	498
ACOX3	1522
ACP1	1170
ACP2	2525
ACP5	76
ACP6	644
ACSBG1	785
ACSBG2	1227
ACSF2	194
ACSF3	544
ACSL1	961
ACSL3	439
ACSL4	1075
ACSL5	41
ACSL6	120
ACSS1	133
ACSS2	2924
ACSS3	848
ACTA1	273
ACTA2	2034
ACTB	20082
ACTC1	36
ACTG1	33615
ACTG2	484
ACTL10	1980
ACTL6A	1262
ACTL6B	1105
ACTN1	10216
ACTN2	270
ACTN4	2518
ACTR10	5923
ACTR1A	5495
ACTR2	4810
ACTR3	754
ACTR3B	2818
ACTR5	1076
ACTR6	1485
ACTR8	868
ACVR1	749
ACVR1B	887
ACVR1C	30
ACVR2A	850
ACVR2B	82
ACVRL1	101
ACYP1	1317
ACYP2	1173
ADA	56
ADA2	66
ADAD1	3513
ADAL	178
ADAM10	1321
ADAM11	71
ADAM12	292
ADAM15	415
ADAM17	1504
ADAM19	18
ADAM22	80
ADAM23	4620
ADAM28	354
ADAM33	558
ADAM8	15
ADAM9	1604
ADAMTS1	123
ADAMTS10	552
ADAMTS12	64
ADAMTS13	1376
ADAMTS14	502
ADAMTS15	10
ADAMTS17	689
ADAMTS18	66
ADAMTS19	80
ADAMTS2	540
ADAMTS20	52
ADAMTS3	2016
ADAMTS5	226
ADAMTS6	231
ADAMTS7	344
ADAMTS8	64
ADAMTS9	702
ADAMTSL1	170
ADAMTSL2	164
ADAMTSL3	307
ADAMTSL5	48
ADAP1	187
ADAP2	1639
ADAR	3675
ADARB1	1113
ADARB2	511
ADAT1	572
ADAT2	659
ADCK1	633
ADCK2	243
ADCY1	449
ADCY2	359
ADCY3	226
ADCY5	467
ADCY6	2179
ADCY7	399
ADCY8	173
ADCY9	1976
ADCYAP1	112
ADCYAP1R1	6
ADD1	4936
ADD2	63
ADD3	3515
ADGB	1391
ADGRA1	292
ADGRA2	383
ADGRA3	893
ADGRB1	437
ADGRB2	35
ADGRB3	373
ADGRD1	1042
ADGRD2	239
ADGRF4	20
ADGRF5	76
ADGRG1	748
ADGRG2	2173
ADGRG3	13
ADGRG4	232
ADGRG6	208
ADGRL2	942
ADGRL3	11093
ADGRL4	146
ADGRV1	55
ADHFE1	225
ADI1	2145
ADIG	7
ADIPOQ	214
ADIPOR1	6709
ADIPOR2	4396
ADK	2693
ADM	70
ADM2	19
ADNP2	2662
ADO	320
ADORA1	51
ADORA2A	565
ADORA2B	245
ADPGK	1995
ADPRH	1641
ADPRHL1	39
ADPRM	433
ADPRS	346
ADRA1A	463
ADRA1B	229
ADRA1D	15
ADRA2A	29
ADRA2C	967
ADRB1	30
ADRB2	33
ADRB3	2
ADRM1	4329
ADSL	556
ADSS1	931
ADSS2	2223
AEBP1	441
AEBP2	1184
AEN	231
AFAP1	497
AFAP1L1	186
AFAP1L2	533
AFDN	9666
AFF1	1096
AFF2	287
AFF3	876
AFF4	1210
AFG1L	831
AFG3L2	2842
AFMID	133
AFTPH	1594
AGA	632
AGAP1	2942
AGAP2	28
AGAP3	2640
AGBL1	275
AGBL2	762
AGBL5	14774
AGFG1	1896
AGGF1	2099
AGK	1143
AGL	793
AGMAT	47
AGMO	256
AGO2	718
AGO3	2231
AGPAT1	615
AGPAT2	1642
AGPAT3	1209
AGPAT4	620
AGPAT5	367
AGPS	1944
AGR2	101
AGR3	7
AGRN	3755
AGT	7
AGTPBP1	4265
AGTR1	34
AGTR2	18
AGXT	36
AGXT2	135
AHCY	1630
AHCYL1	875
AHCYL2	7410
AHDC1	514
AHI1	1333
AHNAK	1661
AHNAK2	252
AHR	286
AHRR	78
AHSA1	9131
AHSA2P	961
AHSG	285
AICDA	4
AIDA	1268
AIF1L	5610
AIFM1	2451
AIFM2	220
AIFM3	426
AIG1	1522
AIMP1	2565
AIMP2	6710
AJAP1	680
AJM1	4089
AK1	657
AK2	2561
AK3	104
AK4	161
AK5	66
AK6	633
AK7	11804
AK8	5925
AK9	7618
AKAIN1	20
AKAP1	1901
AKAP10	1818
AKAP11	1057
AKAP12	8885
AKAP13	6844
AKAP14	4060
AKAP17A	598
AKAP5	1376
AKAP6	392
AKAP7	1865
AKAP8	1061
AKAP8L	999
AKAP9	1431
AKIP1	144
AKIRIN2	10023
AKNA	262
AKNAD1	321
AKR1A1	1392
AKR1D1	21
AKR7A2	3649
AKT1	1551
AKT3	439
ALAD	611
ALAS1	635
ALCAM	291
ALDH16A1	694
ALDH18A1	1174
ALDH1A1	2
ALDH1A2	850
ALDH1A3	1026
ALDH1L2	151
ALDH2	9217
ALDH3A2	248
ALDH4A1	629
ALDH5A1	961
ALDH6A1	1090
ALDH7A1	131
ALDH8A1	69
ALDH9A1	1771
ALDOB	622
ALDOC	2150
ALG1	352
ALG11	277
ALG12	1707
ALG14	441
ALG2	364
ALG3	1097
ALG5	396
ALG6	3006
ALG8	1968
ALG9	864
ALK	236
ALKAL1	18
ALKAL2	156
ALKBH1	2452
ALKBH2	238
ALKBH3	473
ALKBH4	606
ALKBH5	26055
ALKBH7	2644
ALKBH8	537
ALMS1	1077
ALOX5	351
ALPK1	242
ALPK2	1842
ALPK3	1162
ALPL	1140
ALS2	3249
ALS2CL	917
ALX1	1
ALX3	29
ALX4	64
ALYREF	2700
AMACR	355
AMBRA1	12713
AMD1	1628
AMDHD1	14
AMDHD2	1628
AMER1	2045
AMER2	2305
AMER3	34
AMFR	9537
AMH	3456
AMHR2	221
AMIGO1	4340
AMIGO2	51
AMIGO3	507
AMMECR1	976
AMMECR1L	1862
AMN	121
AMN1	1047
AMOT	1902
AMOTL1	763
AMOTL2	213
AMPD1	216
AMPD2	361
AMPD3	302
AMPH	256
AMT	305
AMZ1	681
ANAPC1	3191
ANAPC10	900
ANAPC11	521
ANAPC13	1569
ANAPC15	9030
ANAPC16	1840
ANAPC2	21031
ANAPC4	1199
ANAPC5	3549
ANAPC7	1796
ANGEL1	1626
ANGEL2	419
ANGPT1	355
ANGPT2	476
ANGPT4	58
ANGPTL1	9
ANGPTL2	266
ANGPTL3	23
ANGPTL4	180
ANGPTL5	347
ANGPTL7	5
ANHX	128
ANK1	490
ANK2	5914
ANK3	486
ANKDD1A	366
ANKDD1B	265
ANKEF1	3715
ANKFN1	280
ANKFY1	3101
ANKH	938
ANKIB1	1789
ANKK1	381
ANKLE2	2546
ANKMY2	2043
ANKRA2	1852
ANKRD1	1
ANKRD10	1825
ANKRD11	3425
ANKRD12	2138
ANKRD13A	4823
ANKRD13B	115
ANKRD13C	1119
ANKRD13D	337
ANKRD16	493
ANKRD17	7740
ANKRD2	11
ANKRD22	13
ANKRD24	1220
ANKRD26	1560
ANKRD27	1024
ANKRD28	1568
ANKRD29	24
ANKRD31	3489
ANKRD33	1
ANKRD33B	554
ANKRD34A	254
ANKRD34B	37
