A1CF	46
A2M	684
A4GNT	74
AAAS	1821
AACS	1401
AADAC	11
AADAT	592
AAGAB	1296
AAK1	2635
AAMDC	747
AANAT	50
AAR2	663
AARS1	2651
AARS2	900
AASDH	503
AASDHPPT	1162
AASS	108
AATF	850
AATK	142
ABAT	834
ABCA1	1637
ABCA12	277
ABCA13	333
ABCA2	1298
ABCA3	1216
ABCA4	43
ABCA5	2414
ABCA7	315
ABCB1	220
ABCB10	269
ABCB11	72
ABCB5	275
ABCB6	250
ABCB7	2291
ABCB8	1156
ABCB9	459
ABCC10	910
ABCC2	130
ABCC3	289
ABCC4	638
ABCC5	2476
ABCC8	152
ABCC9	1149
ABCD2	611
ABCD3	1051
ABCD4	943
ABCE1	4148
ABCF1	1508
ABCF2	2567
ABCF3	1627
ABCG1	310
ABCG2	85
ABCG4	21
ABCG5	8
ABCG8	1
ABHD10	985
ABHD12	1272
ABHD12B	455
ABHD13	764
ABHD14A	650
ABHD14B	1049
ABHD15	237
ABHD17A	3466
ABHD17B	587
ABHD17C	1282
ABHD18	625
ABHD2	4368
ABHD3	394
ABHD5	145
ABHD6	3383
ABHD8	20
ABI1	3791
ABI2	3634
ABI3	19
ABITRAM	700
ABL1	1273
ABL2	611
ABLIM1	3760
ABLIM2	222
ABLIM3	210
ABR	2121
ABRA	4
ABRACL	835
ABRAXAS1	1903
ABRAXAS2	1120
ABT1	435
ABTB1	1500
ABTB2	1411
ACAA1	1094
ACAA2	3161
ACACA	773
ACACB	1181
ACAD10	118
ACAD11	1279
ACAD8	417
ACAD9	3169
ACADL	3746
ACADM	1998
ACADS	722
ACADSB	496
ACADVL	580
ACAN	55
ACAP1	438
ACAP2	1341
ACAP3	195
ACAT1	1440
ACAT2	909
ACBD3	2273
ACBD4	221
ACBD5	1319
ACBD6	1632
ACBD7	1079
ACCS	324
ACE	140
ACE2	333
ACER1	10
ACER2	16
ACER3	710
ACHE	14
ACIN1	1793
ACKR2	72
ACKR3	606
ACKR4	430
ACLY	3884
ACMSD	3
ACO1	1843
ACO2	8015
ACOD1	189
ACOT11	646
ACOT12	19
ACOT13	1336
ACOT7	2126
ACOT8	682
ACOT9	1145
ACOX1	2590
ACOX2	388
ACOX3	1060
ACP1	2282
ACP2	1273
ACP5	1199
ACP6	644
ACSBG1	1494
ACSBG2	1141
ACSF2	1925
ACSF3	1752
ACSL1	3078
ACSL3	783
ACSL4	2352
ACSL5	69
ACSL6	344
ACSS1	365
ACSS2	1310
ACSS3	1108
ACTA1	1390
ACTA2	15673
ACTB	144913
ACTC1	185
ACTG1	18158
ACTG2	3321
ACTL10	0
ACTL6A	1293
ACTL6B	269
ACTN1	6629
ACTN2	151
ACTN4	2656
ACTR10	2614
ACTR1A	3086
ACTR2	2632
ACTR3	6167
ACTR3B	898
ACTR5	966
ACTR6	3134
ACTR8	882
ACVR1	896
ACVR1B	434
ACVR1C	11
ACVR2A	725
ACVR2B	36
ACVRL1	370
ACYP1	1349
ACYP2	1819
ADA	432
ADA2	397
ADAD1	998
ADAL	688
ADAM10	1182
ADAM11	95
ADAM12	333
ADAM15	482
ADAM17	1445
ADAM19	559
ADAM22	344
ADAM23	811
ADAM28	38
ADAM33	986
ADAM8	131
ADAM9	2580
ADAMTS1	466
ADAMTS10	1398
ADAMTS12	598
ADAMTS13	1234
ADAMTS14	2268
ADAMTS15	509
ADAMTS17	358
ADAMTS18	475
ADAMTS19	26
ADAMTS2	1482
ADAMTS20	236
ADAMTS3	1043
ADAMTS5	408
ADAMTS6	171
ADAMTS7	621
ADAMTS8	162
ADAMTS9	2234
ADAMTSL1	98
ADAMTSL2	145
ADAMTSL3	486
ADAMTSL5	134
ADAP1	215
ADAP2	40
ADAR	2124
ADARB1	642
ADARB2	230
ADAT1	534
ADAT2	574
ADCK1	421
ADCK2	800
ADCY1	260
ADCY2	210
ADCY3	476
ADCY5	700
ADCY6	1255
ADCY7	502
ADCY8	186
ADCY9	1587
ADCYAP1	23
ADCYAP1R1	54
ADD1	3645
ADD2	102
ADD3	820
ADGB	825
ADGRA1	131
ADGRA2	1299
ADGRA3	1449
ADGRB1	128
ADGRB2	8
ADGRB3	408
ADGRD1	911
ADGRD2	18
ADGRF4	19
ADGRF5	83
ADGRG1	2656
ADGRG2	191
ADGRG3	65
ADGRG4	691
ADGRG6	346
ADGRL2	736
ADGRL3	6616
ADGRL4	361
ADGRV1	89
ADHFE1	290
ADI1	1558
ADIG	364
ADIPOQ	2270
ADIPOR1	2513
ADIPOR2	2878
ADK	1489
ADM	488
ADM2	249
ADNP2	478
ADO	198
ADORA1	30
ADORA2A	259
ADORA2B	200
ADPGK	2484
ADPRH	1603
ADPRHL1	51
ADPRM	332
ADPRS	456
ADRA1A	3
ADRA1B	232
ADRA1D	105
ADRA2A	256
ADRA2C	775
ADRB1	65
ADRB2	17
ADRB3	59
ADRM1	5461
ADSL	899
ADSS1	1211
ADSS2	1276
AEBP1	2378
AEBP2	306
AEN	919
AFAP1	1191
AFAP1L1	264
AFAP1L2	1175
AFDN	3685
AFF1	1377
AFF2	369
AFF3	223
AFF4	1239
AFG1L	237
AFG3L2	2242
AFMID	496
AFTPH	669
AGA	1393
AGAP1	1933
AGAP2	31
AGAP3	640
AGBL1	284
AGBL2	8
AGBL5	2621
AGFG1	3793
AGGF1	724
AGK	1055
AGL	460
AGMAT	31
AGMO	436
AGO2	495
AGO3	2478
AGPAT1	284
AGPAT2	985
AGPAT3	2218
AGPAT4	545
AGPAT5	1513
AGPS	2351
AGR2	242
AGR3	89
AGRN	4855
AGT	5
AGTPBP1	626
AGTR1	200
AGTR2	144
AGXT	21
AGXT2	204
AHCY	3490
AHCYL1	518
AHCYL2	693
AHDC1	1375
AHI1	612
AHNAK	472
AHNAK2	1131
AHR	471
AHRR	3
AHSA1	4919
AHSA2P	2037
AHSG	396
AICDA	1
AIDA	4139
AIF1L	1689
AIFM1	1530
AIFM2	738
AIFM3	436
AIG1	860
AIMP1	917
AIMP2	5676
AJAP1	156
AJM1	2566
AK1	1941
AK2	10763
AK3	630
AK4	1245
AK5	284
AK6	276
AK7	256
AK8	211
AK9	356
AKAIN1	0
AKAP1	11301
AKAP10	1574
AKAP11	698
AKAP12	9493
AKAP13	1284
AKAP14	173
AKAP17A	881
AKAP5	39
AKAP6	494
AKAP7	299
AKAP8	713
AKAP8L	164
AKAP9	1638
AKIP1	594
AKIRIN2	3687
AKNA	345
AKNAD1	243
AKR1A1	3970
AKR1D1	5851
AKR7A2	4027
AKT1	1321
AKT3	462
ALAD	1109
ALAS1	2664
ALCAM	1525
ALDH16A1	593
ALDH18A1	1570
ALDH1A1	26
ALDH1A2	419
ALDH1A3	1051
ALDH1L2	939
ALDH2	11150
ALDH3A2	450
ALDH4A1	1516
ALDH5A1	618
ALDH6A1	768
ALDH7A1	768
ALDH8A1	24
ALDH9A1	6855
ALDOB	598
ALDOC	17324
ALG1	568
ALG11	873
ALG12	2812
ALG14	1120
ALG2	492
ALG3	1254
ALG5	2129
ALG6	632
ALG8	1623
ALG9	719
ALK	1016
ALKAL1	34
ALKAL2	127
ALKBH1	1475
ALKBH2	1301
ALKBH3	465
ALKBH4	387
ALKBH5	1715
ALKBH7	1715
ALKBH8	1175
ALMS1	562
ALOX5	324
ALPK1	296
ALPK2	793
ALPK3	84
ALPL	2067
ALS2	1716
ALS2CL	507
ALX1	31
ALX3	12
ALX4	463
ALYREF	2660
AMACR	102
AMBRA1	2249
AMD1	3882
AMDHD1	100
AMDHD2	709
AMER1	615
AMER2	34
AMER3	78
AMFR	1630
AMH	8964
AMHR2	1543
AMIGO1	258
AMIGO2	227
AMIGO3	161
AMMECR1	598
AMMECR1L	1013
AMN	198
AMN1	236
AMOT	1192
AMOTL1	2365
AMOTL2	1019
AMPD1	25
AMPD2	741
AMPD3	1132
AMPH	23
AMT	794
AMZ1	40
ANAPC1	2627
ANAPC10	862
ANAPC11	1467
ANAPC13	2533
ANAPC15	2993
ANAPC16	3923
ANAPC2	1494
ANAPC4	1897
ANAPC5	865
ANAPC7	1957
ANGEL1	907
ANGEL2	526
ANGPT1	104
ANGPT2	1464
ANGPT4	1030
ANGPTL1	18
ANGPTL2	1863
ANGPTL3	14
ANGPTL4	2081
ANGPTL5	100
ANGPTL7	3
ANHX	198
ANK1	665
ANK2	540
ANK3	1094
ANKDD1A	101
ANKDD1B	155
ANKEF1	11
ANKFN1	10
ANKFY1	7192
ANKH	639
ANKIB1	613
ANKK1	16
ANKLE2	1001
ANKMY2	862
ANKRA2	635
ANKRD1	29
ANKRD10	2412
ANKRD11	3092
ANKRD12	465
ANKRD13A	1105
ANKRD13B	332
ANKRD13C	2225
ANKRD13D	770
ANKRD16	429
ANKRD17	4512
ANKRD2	47
ANKRD22	131
ANKRD24	39
ANKRD26	974
ANKRD27	2362
ANKRD28	516
ANKRD29	37
ANKRD31	125
ANKRD33	68
ANKRD33B	286
ANKRD34A	442
ANKRD34B	67
ANKRD34C	2
ANKRD35	91
ANKRD37	309
ANKRD39	381
ANKRD40	434
ANKRD42	25
ANKRD44	644
ANKRD46	1823
ANKRD49	2478
ANKRD50	2238
ANKRD52	150
ANKRD54	1842
ANKRD55	175
ANKRD6	1774
ANKRD66	240
ANKRD9	220
ANKS1A	997
ANKS1B	1829
ANKS3	796
ANKS4B	1831
ANKS6	1444
ANLN	1216
ANO1	1447
ANO10	973
ANO3	221
ANO4	188
ANO5	638
ANO6	526
ANO8	229
ANO9	6
ANOS1	944
ANP32A	1898
ANP32E	3618
ANTKMT	1580
ANTXR1	387
ANTXR2	2124
ANTXRL	1069
ANXA1	372
ANXA10	14
ANXA11	3278
ANXA13	13
ANXA2	3346
ANXA4	855
ANXA5	4600
ANXA6	15664
ANXA7	1862
AOAH	1248
AOC1	9
AOC2	63
AOC3	369
AOPEP	513
AOX1	3383
AP1AR	662
AP1B1	2887
AP1G1	5785
AP1M1	1585
AP1M2	181
AP1S1	721
AP1S2	3795
AP1S3	769
AP2A2	5728
AP2B1	6404
AP2M1	26189
AP2S1	2305
AP3B1	634
AP3B2	1760
AP3D1	4965
AP3M1	2025
AP3M2	1072
AP3S1	478
AP3S2	1682
AP4B1	2796
AP4E1	800
AP4M1	588
AP4S1	977
AP5M1	632
AP5S1	1182
AP5Z1	949
APAF1	343
APBA1	2546
APBA2	296
APBA3	900
APBB1	2483
APBB2	1095
APBB3	136
APC	745
APC2	7
APCDD1	170
APCDD1L	2307
APELA	190
APEX1	743
APH1A	1067
API5	1355
APLF	562
APLN	205
APLNR	161
APLP2	8628
APOA1	2238
APOA4	61
APOB	272
APOBEC2	22
APOC3	286
APOD	97
APOF	105
APOH	31
APOLD1	129
APOO	1683
APOOL	842
APPBP2	2642
APPL1	638
APPL2	1302
APRT	2508
APTX	1032
AQP1	6358
AQP10	28
AQP11	195
AQP2	1
AQP3	382
AQP4	1201
AQP5	10
AQP8	0
AQP9	105
AQR	2151
AR	685
ARAP1	3461
ARAP2	408
ARAP3	620
ARC	62
ARCN1	11493
AREG	369
AREL1	1556
ARF1	10504
ARF3	1587
ARF4	3541
ARF6	1621
ARFGAP1	1579
ARFGAP2	3140
ARFGAP3	2087
ARFGEF1	1321
ARFGEF2	1049
ARFGEF3	1767
ARFIP1	936
ARFIP2	1297
ARFRP1	1170
ARG2	4061
ARGLU1	4489
ARHGAP1	1148
ARHGAP10	557
ARHGAP12	669
ARHGAP15	93
ARHGAP17	3068
ARHGAP18	415
ARHGAP19	566
ARHGAP20	129
ARHGAP21	1765
ARHGAP22	1329
ARHGAP23	137
ARHGAP24	1882
ARHGAP25	432
ARHGAP26	401
ARHGAP27	180
ARHGAP28	871
ARHGAP29	1254
ARHGAP30	16
ARHGAP31	558
ARHGAP32	1888
ARHGAP35	395
ARHGAP36	120
ARHGAP39	100
ARHGAP40	858
ARHGAP42	569
ARHGAP44	1532
ARHGAP45	361
ARHGAP5	946
ARHGAP6	579
ARHGDIA	6721
ARHGDIB	6216
ARHGDIG	455
ARHGEF1	1151
ARHGEF10	1319
ARHGEF10L	471
ARHGEF11	1392
ARHGEF12	1335
ARHGEF16	905
ARHGEF17	1172
ARHGEF18	1065
ARHGEF2	961
ARHGEF26	1149
ARHGEF28	1000
ARHGEF3	531
ARHGEF33	193
ARHGEF37	723
ARHGEF38	333
ARHGEF39	1034
ARHGEF4	1421
ARHGEF5	2074
ARHGEF6	1250
ARHGEF7	707
ARHGEF9	1258
ARID1A	1000
ARID1B	865
ARID2	699
ARID3A	209
ARID3B	650
ARID3C	606
ARID4A	1044
ARID4B	574
ARID5A	1288
ARID5B	806
ARIH1	2342
ARIH2	2031
ARL1	1839
ARL11	310
ARL13A	25
ARL13B	945
ARL14	0
ARL14EPL	59
ARL15	691
ARL16	1108
ARL2	290
ARL3	376
ARL4A	3177
ARL4C	432
ARL5A	3348
ARL5B	678
ARL6	385
ARL6IP1	3515
ARL6IP4	847
ARL6IP5	14636
ARL8A	215
ARL8B	6000
ARL9	992
ARMC1	1565
ARMC10	529
ARMC2	2498
ARMC3	224
ARMC5	213
ARMC6	995
ARMC7	1013
ARMC8	1443
ARMC9	1585
ARMH3	1286
ARMH4	4456
ARMT1	757
ARNT	1045
ARNT2	420
ARNTL	1022
ARNTL2	1195
ARPC1A	3670
ARPC1B	3950
ARPC2	9135
ARPC3	1982
ARPC4	4775
ARPC5	7162
ARPC5L	1160
ARPP19	4202
ARPP21	553
ARR3	32
ARRB1	3122
ARRDC1	39
ARRDC2	755
ARRDC3	410
ARRDC4	1413
ARSA	441
ARSB	376
ARSG	100
ARSI	121
ARSJ	342
ARSK	183
ART4	5
ARTN	208
ARV1	690
ARVCF	1820
ARX	2453
AS3MT	99
ASAH1	3411
ASAP1	827
ASAP2	792
ASAP3	883
ASB1	375
ASB10	162
ASB11	8
ASB12	2
ASB13	395
ASB14	153
ASB15	22
ASB16	15
ASB2	268
ASB3	2403
ASB4	30
ASB5	1198
ASB6	1049
ASB7	142
ASB8	849
ASB9	229
ASCC1	3264
ASCC2	1509
ASCC3	1553
ASCL1	23
ASCL2	110
ASCL3	415
ASCL4	22
ASDURF	418
ASF1A	2933
ASH1L	922
ASH2L	5159
ASIC3	75
ASIC4	82
ASIC5	8
ASIP	487
ASMT	76
ASMTL	1123
ASNS	556
ASNSD1	823
ASPA	60
ASPDH	9
ASPG	268
ASPHD2	85
ASPM	820
ASPN	963
ASPSCR1	2493
ASRGL1	739
ASS1	1548
ASTE1	145
ASTN1	377
ASTN2	1400
ASXL1	789
ASXL2	207
ASXL3	122
ASZ1	5425
ATAD1	1408
ATAD2	1962
ATAD2B	303
ATAD5	400
ATAT1	212
ATCAY	303
ATE1	1598
ATF1	965
ATF2	1308
ATF3	273
ATF4	8317
ATF6	1287
ATG10	168
ATG101	2029
ATG12	1251
ATG13	1918
ATG14	184
ATG16L1	1563
ATG2A	236
ATG2B	1326
ATG3	2692
ATG4A	724
ATG4B	2324
ATG4C	2094
ATG4D	429
ATG5	710
ATG7	549
ATG9A	4031
ATG9B	387
ATIC	2217
ATL1	1083
ATL2	2311
ATM	1030
ATMIN	376
ATN1	1637
ATOH1	97
ATOH7	33
ATOH8	485
ATOX1	1613
ATP10A	1585
ATP10B	101
ATP10D	195
ATP11A	382
ATP11B	1932
ATP11C	720
ATP12A	193
ATP13A1	1173
ATP13A2	559
ATP13A3	441
ATP13A4	20
ATP1A1	19971
ATP1A3	97
ATP1B1	4862
ATP1B2	94
ATP1B3	4853
ATP1B4	401
ATP23	1720
ATP2A1	45
ATP2A2	4520
ATP2A3	452
ATP2B1	1556
ATP2B2	1073
ATP2B3	94
ATP2B4	1331
ATP2C1	1379
ATP2C2	226
ATP4A	362
ATP4B	1
ATP5F1A	10033
ATP5F1B	16884
ATP5F1C	8064
ATP5F1D	4696
ATP5F1E	9745
ATP5IF1	2919
ATP5MC1	2751
ATP5MC3	6642
ATP5ME	3026
ATP5MF	6812
ATP5MG	8217
ATP5MJ	2174
ATP5MK	2580
ATP5PB	6766
ATP5PD	5790
ATP5PF	3845
ATP5PO	6852
ATP6	23994
ATP6AP1	311
ATP6AP1L	14
ATP6AP2	2285
ATP6V0A1	3690
ATP6V0A2	1440
ATP6V0A4	14
ATP6V0B	2551
ATP6V0C	9250
ATP6V0D1	6677
ATP6V0D2	10
ATP6V0E1	4352
ATP6V1A	5408
ATP6V1B1	31
ATP6V1B2	4699
ATP6V1C1	2088
ATP6V1C2	605
ATP6V1D	1669
ATP6V1E1	3563
ATP6V1F	5119
ATP6V1G1	10094
ATP6V1G3	82
ATP6V1H	1416
ATP7A	1460
ATP7B	2
ATP8	8413
ATP8A1	241
ATP8A2	2612
ATP8B1	408
ATP8B2	2091
ATP8B3	132
ATP9A	520
ATP9B	981
ATPAF1	1005
ATPAF2	505
ATPSCKMT	733
ATR	897
ATRAID	1641
ATRN	1974
ATRNL1	126
ATRX	3972
ATXN1	857
ATXN10	1276
ATXN1L	971
ATXN2	3091
ATXN3	550
ATXN7	655
ATXN7L1	542
ATXN7L2	111
ATXN7L3	2453
AUH	622
AUP1	1764
AURKA	9573
AURKAIP1	2259
AVEN	701
AVL9	1547
AVPI1	159
AVPR1A	204
AVPR1B	45
AXIN1	1233
AXIN2	633
AZI2	2093
AZIN1	2203
AZIN2	15
B2M	11994
B3GALNT1	559
B3GALNT2	2346
B3GALT1	223
B3GALT2	27
B3GALT4	32
B3GALT5	415
B3GALT6	126
B3GALT9	15
B3GAT1	1502
B3GAT2	82
B3GAT3	629
B3GLCT	843
B3GNT2	902
B3GNT4	15
B3GNT5	589
B3GNT7	894
B3GNT9	545
B3GNTL1	637
B4GALNT1	11
B4GALNT3	265
B4GALNT4	416
B4GALT1	1161
B4GALT2	2955
B4GALT3	2262
B4GALT4	2121
B4GALT5	1090
B4GALT6	263
B4GALT7	1781
B4GAT1	302
B9D1	371
BAALC	11
BABAM1	2969
BABAM2	1122
BACE1	1291
BACE2	1979
BACH1	852
BACH2	256
BAG1	235
BAG2	1027
BAG3	2770
BAG4	605
BAG5	211
BAG6	675
BAHCC1	1213
